symbol,name,date,price
APPL,Apple,4/30/19,199.900192
APPL,Apple,5/1/19,209.712402
APPL,Apple,5/2/19,208.347656
APPL,Apple,5/3/19,210.937683
APPL,Apple,5/6/19,207.680222
APPL,Apple,5/7/19,202.081787
APPL,Apple,5/8/19,202.121628
APPL,Apple,5/9/19,199.949997
APPL,Apple,5/10/19,197.179993
APPL,Apple,5/13/19,185.720001
APPL,Apple,5/14/19,188.660004
APPL,Apple,5/15/19,190.919998
APPL,Apple,5/16/19,190.080002
APPL,Apple,5/17/19,189
APPL,Apple,5/20/19,183.089996
APPL,Apple,5/21/19,186.600006
APPL,Apple,5/22/19,182.779999
APPL,Apple,5/23/19,179.660004
APPL,Apple,5/24/19,178.970001
APPL,Apple,5/28/19,178.229996
APPL,Apple,5/29/19,177.380005
APPL,Apple,5/30/19,178.300003
APPL,Apple,5/31/19,175.070007
APPL,Apple,6/3/19,173.300003
APPL,Apple,6/4/19,179.639999
APPL,Apple,6/5/19,182.539993
APPL,Apple,6/6/19,185.220001
APPL,Apple,6/7/19,190.149994
APPL,Apple,6/10/19,192.580002
APPL,Apple,6/11/19,194.809998
APPL,Apple,6/12/19,194.190002
APPL,Apple,6/13/19,194.149994
APPL,Apple,6/14/19,192.740005
APPL,Apple,6/17/19,193.889999
APPL,Apple,6/18/19,198.449997
APPL,Apple,6/19/19,197.869995
APPL,Apple,6/20/19,199.460007
APPL,Apple,6/21/19,198.779999
APPL,Apple,6/24/19,198.580002
APPL,Apple,6/25/19,195.570007
APPL,Apple,6/26/19,199.800003
APPL,Apple,6/27/19,199.740005
APPL,Apple,6/28/19,197.919998
APPL,Apple,7/1/19,201.550003
APPL,Apple,7/2/19,202.729996
APPL,Apple,7/3/19,204.410004
APPL,Apple,7/5/19,204.229996
APPL,Apple,7/8/19,200.020004
APPL,Apple,7/9/19,201.240005
APPL,Apple,7/10/19,203.229996
APPL,Apple,7/11/19,201.75
APPL,Apple,7/12/19,203.300003
APPL,Apple,7/15/19,205.210007
APPL,Apple,7/16/19,204.5
APPL,Apple,7/17/19,203.350006
APPL,Apple,7/18/19,205.660004
APPL,Apple,7/19/19,202.589996
APPL,Apple,7/22/19,207.220001
APPL,Apple,7/23/19,208.839996
APPL,Apple,7/24/19,208.669998
APPL,Apple,7/25/19,207.020004
APPL,Apple,7/26/19,207.740005
APPL,Apple,7/29/19,209.679993
BA,Boeing,4/30/19,375.532532
BA,Boeing,5/1/19,374.647614
BA,Boeing,5/2/19,373.65332
BA,Boeing,5/3/19,374.30954
BA,Boeing,5/6/19,369.477325
BA,Boeing,5/7/19,355.189423
BA,Boeing,5/8/19,357.695007
BA,Boeing,5/9/19,354.130005
BA,Boeing,5/10/19,354.670013
BA,Boeing,5/13/19,337.369995
BA,Boeing,5/14/19,343.040009
BA,Boeing,5/15/19,345.640015
BA,Boeing,5/16/19,353.809998
BA,Boeing,5/17/19,355.019989
BA,Boeing,5/20/19,352.790009
BA,Boeing,5/21/19,358.75
BA,Boeing,5/22/19,352.779999
BA,Boeing,5/23/19,350.549988
BA,Boeing,5/24/19,354.899994
BA,Boeing,5/28/19,354.880005
BA,Boeing,5/29/19,348.799988
BA,Boeing,5/30/19,349.869995
BA,Boeing,5/31/19,341.609985
BA,Boeing,6/3/19,338.890015
BA,Boeing,6/4/19,344.619995
BA,Boeing,6/5/19,348.75
BA,Boeing,6/6/19,350.640015
BA,Boeing,6/7/19,353.700012
BA,Boeing,6/10/19,353.799988
BA,Boeing,6/11/19,349.329987
BA,Boeing,6/12/19,347.029999
BA,Boeing,6/13/19,348.859985
BA,Boeing,6/14/19,347.160004
BA,Boeing,6/17/19,354.899994
BA,Boeing,6/18/19,373.959991
BA,Boeing,6/19/19,368.559998
BA,Boeing,6/20/19,374.880005
BA,Boeing,6/21/19,371.839996
BA,Boeing,6/24/19,373.98999
BA,Boeing,6/25/19,369.320007
BA,Boeing,6/26/19,374.940002
BA,Boeing,6/27/19,364.019989
BA,Boeing,6/28/19,364.01001
BA,Boeing,7/1/19,356.459991
BA,Boeing,7/2/19,354.160004
BA,Boeing,7/3/19,354.470001
BA,Boeing,7/5/19,355.859985
BA,Boeing,7/8/19,351.119995
BA,Boeing,7/9/19,353.089996
BA,Boeing,7/10/19,352.299988
BA,Boeing,7/11/19,359
BA,Boeing,7/12/19,365.329987
BA,Boeing,7/15/19,361.609985
BA,Boeing,7/16/19,362.75
BA,Boeing,7/17/19,369.519989
BA,Boeing,7/18/19,361.109985
BA,Boeing,7/19/19,377.359985
